"","habitat"
"9194","sea"
"9195","sea"
"9196","sea"
"9197","sea"
"9198","sea"
"9199","sea"
"9200","sea"
"9201","sea"
"9202","sea"
"9203","sea"
"9204","sea"
"9205","sea"
"9206","sea"
"9207","sea"
"9208","sea"
"9209","sea"
"9210","sea"
"9211","sea"
"9212","sea"
"9213","sea"
"9214","sea"
"9215","sea"
"9216","sea"
"9217","sea"
"9218","sea"
"9219","sea"
"9220","land"
"9221","land"
"9222","land"
"9223","sea"
"9224","sea"
"9225","sea"
"9226","sea"
"9227","sea"
"9228","land"
"9229","land"
"9230","land"
"9231","sea"
"9232","sea"
"9233","sea"
"9234","sea"
"9235","sea"
"9236","sea"
"9237","sea"
"9238","sea"
"9239","sea"
"9240","sea"
"9241","sea"
"9242","sea"
"9243","sea"
"9244","sea"
"9245","sea"
"9246","sea"
"9247","sea"
"9248","sea"
"9249","sea"
"9250","sea"
"9251","sea"
"9252","sea"
"9253","sea"
"9254","sea"
"9255","sea"
"9256","sea"
"9257","sea"
"9258","sea"
"9259","sea"
"9260","sea"
"9261","sea"
"9262","sea"
"9263","sea"
"9264","sea"
"9265","sea"
"9266","sea"
"9267","sea"
"9268","sea"
"9269","sea"
"9270","sea"
"9271","sea"
"9272","sea"
"9273","sea"
"9274","sea"
"9275","sea"
"9276","sea"
"9277","sea"
"9278","sea"
"9279","sea"
"9280","sea"
"9281","sea"
"9282","sea"
"9283","sea"
"9284","sea"
"9285","sea"
"9286","land"
"9287","land"
"9288","sea"
"9289","sea"
"9290","sea"
"9291","land"
"9292","land"
"9293","land"
"9294","land"
"9295","land"
"9296","sea"
"9297","land"
"9298","land"
"9299","land"
"9300","land"
"9301","land"
"9302","land"
"9303","land"
"9304","sea"
"9305","sea"
"9306","land"
"9307","land"
"9308","sea"
"9309","sea"
"9310","sea"
"9311","land"
"9312","land"
"9313","land"
"9314","land"
"9315","land"
"9316","land"
"9317","land"
"9318","land"
"9319","land"
"9320","land"
"9321","land"
"9322","land"
"9323","land"
"9324","land"
"9325","land"
"9326","sea"
"9327","sea"
"9328","sea"
"9329","sea"
"9330","sea"
"9331","sea"
"9332","sea"
"9333","sea"
"9334","sea"
"9335","sea"
"9336","sea"
"9337","sea"
"9338","sea"
"9339","sea"
"9340","sea"
"9341","sea"
"9342","sea"
"9343","sea"
"9344","sea"
"9345","sea"
"9346","sea"
"9347","sea"
"9348","sea"
"9349","sea"
"9350","sea"
"9351","sea"
"9352","sea"
"9353","land"
"9354","land"
"9355","land"
"9356","land"
"9357","land"
"9358","land"
"9359","land"
"9360","land"
"9361","land"
"9362","land"
"9363","land"
"9364","land"
"9365","land"
"9366","land"
"9367","land"
"9368","land"
"9369","land"
"9370","land"
"9371","land"
"9372","land"
"9373","land"
"9374","land"
"9375","land"
"9376","land"
"9377","land"
"9378","land"
"9379","land"
"9380","sea"
"9381","sea"
"9382","sea"
"9383","sea"
"9384","sea"
"9385","sea"
"9386","sea"
"9387","sea"
"9388","land"
"9389","land"
"9390","sea"
"9391","sea"
"9392","sea"
"9393","sea"
"9394","sea"
"9395","sea"
"9396","sea"
"9397","sea"
"9398","sea"
"9399","sea"
"9400","land"
"9401","land"
"9402","land"
"9403","land"
"9404","land"
"9405","land"
"9406","land"
"9407","land"
"9408","land"
"9409","land"
"9410","land"
"9411","sea"
"9412","sea"
"9413","sea"
"9414","sea"
"9415","sea"
"9416","sea"
"9417","sea"
"9418","sea"
"9419","land"
"9420","land"
"9421","land"
"9422","land"
"9423","land"
"9424","sea"
"9425","sea"
"9426","sea"
"9427","sea"
"9428","sea"
"9429","sea"
"9430","sea"
"9431","sea"
"9432","sea"
"9433","sea"
"9434","sea"
"9435","sea"
"9436","sea"
"9437","sea"
"9438","sea"
"9439","sea"
"9440","sea"
"9441","sea"
"9442","sea"
"9443","sea"
"9444","sea"
"9445","sea"
"9446","sea"
"9447","sea"
"9448","sea"
"9449","sea"
"9450","sea"
"9451","sea"
"9452","sea"
"9453","sea"
"9454","sea"
"9455","sea"
"9456","sea"
"9457","sea"
"9458","sea"
"9459","sea"
"9460","sea"
"9461","sea"
"9462","sea"
"9463","sea"
"9464","sea"
"9465","sea"
"9466","sea"
"9467","sea"
"9468","sea"
"9469","sea"
"9470","sea"
"9471","sea"
"9472","sea"
"9473","sea"
"9474","sea"
"9475","sea"
"9476","sea"
"9477","sea"
"9478","sea"
"9479","sea"
"9480","sea"
"9481","land"
"9482","land"
"9483","sea"
"9484","land"
"9485","land"
"9486","land"
"9487","land"
"9488","land"
"9489","land"
"9490","land"
"9491","land"
"9492","land"
"9493","land"
"9494","land"
"9495","land"
"9496","land"
"9497","land"
"9498","land"
"9499","land"
"9500","land"
"9501","land"
"9502","land"
"9503","land"
"9504","sea"
"9505","land"
"9506","sea"
"9507","sea"
"9508","sea"
"9509","sea"
"9510","sea"
"9511","sea"
"9512","sea"
"9513","sea"
"9514","sea"
"9515","sea"
"9516","sea"
"9517","sea"
"9518","sea"
"9519","sea"
"9520","sea"
"9521","sea"
"9522","sea"
"9523","sea"
"9524","sea"
"9525","sea"
"9526","sea"
"9527","sea"
"9528","sea"
"9529","sea"
"9530","sea"
"9531","sea"
"9532","sea"
"9533","sea"
"9534","sea"
"9535","sea"
"9536","sea"
"9537","sea"
"9538","sea"
"9539","sea"
"9540","sea"
"9541","sea"
"9542","land"
"9543","land"
"9544","land"
"9545","land"
"9546","land"
"9547","land"
"9548","land"
"9549","land"
"9550","land"
"9551","land"
"9552","land"
"9553","sea"
"9554","sea"
"9555","sea"
"9556","sea"
"9557","sea"
"9558","sea"
"9559","sea"
"9560","sea"
"9561","sea"
"9562","sea"
"9563","sea"
"9564","sea"
"9565","sea"
"9566","sea"
"9567","sea"
"9568","sea"
"9569","sea"
"9570","sea"
"9571","sea"
"9572","sea"
"9573","sea"
"9574","sea"
"9575","sea"
"9576","sea"
"9577","sea"
"9578","sea"
"9579","sea"
"9580","sea"
"9581","sea"
"9582","sea"
"9583","sea"
"9584","sea"
"9585","sea"
"9586","sea"
"9587","sea"
"9588","sea"
"9589","sea"
"9590","sea"
"9591","sea"
"9592","sea"
"9593","sea"
"9594","sea"
"9595","sea"
"9596","sea"
"9597","sea"
"9598","sea"
"9599","sea"
"9600","sea"
"9601","sea"
"9602","sea"
"9603","sea"
"9604","sea"
"9605","sea"
"9606","sea"
"9607","sea"
"9608","sea"
"9609","sea"
"9610","sea"
"9611","sea"
"9612","land"
"9613","land"
"9614","land"
"9615","land"
"9616","land"
"9617","land"
"9618","land"
"9619","land"
"9620","land"
"9621","land"
"9622","land"
"9623","land"
"9624","land"
"9625","sea"
"9626","land"
"9627","land"
"9628","land"
"9629","sea"
"9630","sea"
"9631","sea"
"9632","land"
"9633","land"
"9634","land"
"9635","sea"
"9636","sea"
"9637","sea"
"9638","sea"
"9639","sea"
"9640","sea"
"9641","sea"
"9642","sea"
"9643","land"
"9644","land"
"9645","land"
"9646","sea"
"9647","sea"
"9648","sea"
"9649","sea"
"9650","sea"
"9651","sea"
"9652","sea"
"9653","sea"
"9654","sea"
"9655","sea"
"9656","sea"
"9657","sea"
"9658","sea"
"9659","sea"
"9660","sea"
"9661","sea"
"9662","sea"
"9663","sea"
"9664","sea"
"9665","sea"
"9666","sea"
"9667","sea"
"9668","sea"
"9669","sea"
"9670","land"
"9671","land"
"9672","sea"
"9673","land"
"9674","land"
"9675","land"
"9676","land"
"9677","land"
"9678","land"
"9679","land"
"9680","land"
"9681","land"
"9682","land"
"9683","land"
"9684","land"
"9685","land"
"9686","land"
"9687","land"
"9688","land"
"9689","land"
"9690","land"
"9691","land"
"9692","land"
"9693","land"
"9694","land"
"9695","land"
"9696","land"
"9697","land"
"9698","land"
"9699","land"
"9700","land"
"9701","land"
"9702","sea"
"9703","sea"
"9704","sea"
"9705","sea"
"9706","sea"
"9707","sea"
"9708","sea"
"9709","sea"
"9710","sea"
"9711","sea"
"9712","sea"
"9713","sea"
"9714","land"
"9715","sea"
"9716","sea"
"9717","sea"
"9718","sea"
"9719","sea"
"9720","land"
"9721","land"
"9722","land"
"9723","land"
"9724","land"
"9725","land"
"9726","land"
"9727","land"
"9728","land"
"9729","land"
"9730","land"
"9731","sea"
"9732","sea"
"9733","sea"
"9734","sea"
"9735","sea"
"9736","sea"
"9737","sea"
"9738","sea"
"9739","sea"
"9740","land"
"9741","land"
"9742","land"
"9743","land"
"9744","sea"
"9745","sea"
"9746","sea"
"9747","sea"
"9748","sea"
"9749","sea"
"9750","sea"
"9751","sea"
"9752","sea"
"9753","sea"
"9754","sea"
"9755","sea"
"9756","sea"
"9757","sea"
"9758","sea"
"9759","sea"
"9760","sea"
"9761","sea"
"9762","sea"
"9763","sea"
"9764","sea"
"9765","sea"
"9766","sea"
"9767","sea"
"9768","sea"
"9769","sea"
"9770","sea"
"9771","sea"
"9772","sea"
"9773","sea"
"9774","sea"
"9775","sea"
"9776","sea"
"9777","sea"
"9778","sea"
"9779","sea"
"9780","sea"
"9781","sea"
"9782","sea"
"9783","sea"
"9784","sea"
"9785","sea"
"9786","sea"
"9787","sea"
"9788","sea"
"9789","sea"
"9790","sea"
"9791","sea"
"9792","sea"
"9793","sea"
"9794","sea"
"9795","sea"
"9796","sea"
"9797","sea"
"9798","sea"
"9799","sea"
"9800","land"
"9801","sea"
"9802","land"
"9803","land"
"9804","sea"
"9805","land"
"9806","land"
"9807","land"
"9808","land"
"9809","land"
"9810","land"
"9811","land"
"9812","land"
"9813","land"
"9814","land"
"9815","land"
"9816","land"
"9817","land"
"9818","land"
"9819","land"
"9820","land"
"9821","land"
"9822","land"
"9823","land"
"9824","land"
"9825","land"
"9826","sea"
"9827","sea"
"9828","sea"
"9829","sea"
"9830","sea"
"9831","sea"
"9832","sea"
"9833","sea"
"9834","sea"
"9835","sea"
"9836","sea"
"9837","sea"
"9838","sea"
"9839","sea"
"9840","sea"
"9841","sea"
"9842","sea"
"9843","sea"
"9844","sea"
"9845","sea"
"9846","sea"
"9847","sea"
"9848","sea"
"9849","sea"
"9850","sea"
"9851","sea"
"9852","sea"
"9853","sea"
"9854","sea"
"9855","sea"
"9856","sea"
"9857","sea"
"9858","sea"
"9859","sea"
"9860","sea"
"9861","sea"
"9862","land"
"9863","land"
"9864","land"
"9865","land"
"9866","land"
"9867","land"
"9868","land"
"9869","land"
"9870","sea"
"9871","sea"
"9872","sea"
"9873","sea"
"9874","sea"
"9875","sea"
"9876","sea"
"9877","sea"
"9878","sea"
"9879","sea"
"9880","sea"
"9881","sea"
"9882","sea"
"9883","sea"
"9884","sea"
"9885","sea"
"9886","sea"
"9887","sea"
"9888","sea"
"9889","sea"
"9890","sea"
"9891","sea"
"9892","sea"
"9893","sea"
"9894","sea"
"9895","sea"
"9896","sea"
"9897","sea"
"9898","sea"
"9899","sea"
"9900","sea"
"9901","sea"
"9902","sea"
"9903","sea"
"9904","sea"
"9905","sea"
"9906","sea"
"9907","sea"
"9908","sea"
"9909","sea"
"9910","sea"
"9911","sea"
"9912","sea"
"9913","sea"
"9914","sea"
"9915","sea"
"9916","sea"
"9917","sea"
"9918","sea"
"9919","sea"
"9920","sea"
"9921","sea"
"9922","sea"
"9923","sea"
"9924","sea"
"9925","sea"
"9926","sea"
"9927","sea"
"9928","sea"
"9929","sea"
"9930","sea"
"9931","sea"
"9932","sea"
"9933","land"
"9934","sea"
"9935","land"
"9936","land"
"9937","land"
"9938","land"
"9939","land"
"9940","land"
"9941","land"
"9942","land"
"9943","land"
"9944","land"
"9945","sea"
"9946","sea"
"9947","land"
"9948","land"
"9949","sea"
"9950","land"
"9951","land"
"9952","land"
"9953","land"
"9954","sea"
"9955","land"
"9956","sea"
"9957","land"
"9958","land"
"9959","land"
"9960","land"
"9961","land"
"9962","sea"
"9963","sea"
"9964","land"
"9965","land"
"9966","sea"
"9967","sea"
"9968","sea"
"9969","sea"
"9970","sea"
"9971","sea"
"9972","sea"
"9973","sea"
"9974","sea"
"9975","sea"
"9976","sea"
"9977","sea"
"9978","sea"
"9979","sea"
"9980","sea"
"9981","sea"
"9982","sea"
"9983","sea"
"9984","sea"
"9985","sea"
"9986","sea"
"9987","sea"
"9988","sea"
"9989","sea"
"9990","sea"
"9991","sea"
"9992","sea"
"9993","land"
"9994","land"
"9995","land"
"9996","land"
"9997","land"
"9998","land"
"9999","land"
"10000","land"
"10001","land"
"10002","land"
"10003","land"
"10004","land"
"10005","land"
"10006","land"
"10007","land"
"10008","land"
"10009","land"
"10010","land"
"10011","land"
"10012","land"
"10013","land"
"10014","land"
"10015","land"
"10016","land"
"10017","land"
"10018","land"
"10019","land"
"10020","land"
"10021","sea"
"10022","sea"
"10023","sea"
"10024","sea"
"10025","sea"
"10026","sea"
"10027","sea"
"10028","sea"
"10029","sea"
"10030","land"
"10031","sea"
"10032","sea"
"10033","land"
"10034","sea"
"10035","sea"
"10036","land"
"10037","sea"
"10038","sea"
"10039","sea"
"10040","sea"
"10041","sea"
"10042","land"
"10043","sea"
"10044","land"
"10045","land"
"10046","land"
"10047","land"
"10048","land"
"10049","land"
"10050","land"
"10051","sea"
"10052","sea"
"10053","sea"
"10054","sea"
"10055","sea"
"10056","sea"
"10057","sea"
"10058","sea"
"10059","sea"
"10060","sea"
"10061","land"
"10062","land"
"10063","sea"
"10064","sea"
"10065","sea"
"10066","sea"
"10067","sea"
"10068","sea"
"10069","sea"
"10070","sea"
"10071","sea"
"10072","sea"
"10073","sea"
"10074","sea"
"10075","sea"
"10076","sea"
"10077","sea"
"10078","sea"
"10079","sea"
"10080","sea"
"10081","sea"
"10082","sea"
"10083","sea"
"10084","sea"
"10085","sea"
"10086","sea"
"10087","sea"
"10088","sea"
"10089","sea"
"10090","sea"
"10091","sea"
"10092","sea"
"10093","sea"
"10094","sea"
"10095","sea"
"10096","sea"
"10097","sea"
"10098","sea"
"10099","sea"
"10100","sea"
"10101","sea"
"10102","sea"
"10103","sea"
"10104","sea"
"10105","sea"
"10106","sea"
"10107","sea"
"10108","sea"
"10109","sea"
"10110","sea"
"10111","sea"
"10112","sea"
"10113","sea"
"10114","sea"
"10115","sea"
"10116","sea"
"10117","sea"
"10118","sea"
"10119","sea"
"10120","sea"
"10121","land"
"10122","sea"
"10123","sea"
"10124","land"
"10125","sea"
"10126","land"
"10127","land"
"10128","land"
"10129","land"
"10130","land"
"10131","land"
"10132","land"
"10133","land"
"10134","land"
"10135","land"
"10136","land"
"10137","land"
"10138","land"
"10139","land"
"10140","land"
"10141","land"
"10142","land"
"10143","land"
"10144","land"
"10145","land"
"10146","land"
"10147","land"
"10148","land"
"10149","land"
"10150","land"
"10151","land"
"10152","sea"
"10153","sea"
"10154","sea"
"10155","sea"
"10156","sea"
"10157","sea"
"10158","sea"
"10159","sea"
"10160","sea"
"10161","sea"
"10162","sea"
"10163","sea"
"10164","sea"
"10165","sea"
"10166","sea"
"10167","sea"
"10168","sea"
"10169","sea"
"10170","sea"
"10171","sea"
"10172","sea"
"10173","sea"
"10174","sea"
"10175","sea"
"10176","sea"
"10177","sea"
"10178","sea"
"10179","sea"
"10180","sea"
"10181","sea"
"10182","land"
"10183","land"
"10184","land"
"10185","land"
"10186","land"
"10187","land"
"10188","land"
"10189","land"
"10190","land"
"10191","sea"
"10192","sea"
"10193","sea"
"10194","sea"
"10195","sea"
"10196","sea"
"10197","sea"
"10198","sea"
"10199","sea"
"10200","sea"
"10201","sea"
"10202","sea"
"10203","sea"
"10204","sea"
"10205","sea"
"10206","sea"
"10207","sea"
"10208","sea"
"10209","sea"
"10210","sea"
"10211","sea"
"10212","sea"
"10213","sea"
"10214","sea"
"10215","sea"
"10216","sea"
"10217","sea"
"10218","sea"
"10219","sea"
"10220","sea"
"10221","sea"
"10222","sea"
"10223","sea"
"10224","sea"
"10225","sea"
"10226","sea"
"10227","sea"
"10228","sea"
"10229","sea"
"10230","sea"
"10231","sea"
"10232","sea"
"10233","sea"
"10234","sea"
"10235","sea"
"10236","sea"
"10237","sea"
"10238","sea"
"10239","sea"
"10240","sea"
"10241","sea"
"10242","sea"
